File Number,6.3.1,6.3.2,6.3.3,6.3.4,6.3.5,6.3.6,6.3.7,6.3.8,6.3.9,6.3.10,PBME,FE,
00001,0.997291,0.928412,0.999045,0.875317,0.940569,0.997249,0.997299,0.998435,0.998734,0.999335,0.875317,2.625950,
00002,0.997637,0.916600,0.999255,0.901487,0.940569,0.952180,0.998300,0.997159,0.997938,0.998429,0.901487,2.704460,
00003,0.997294,0.923168,0.998297,0.853613,0.938707,0.997860,0.996789,0.933927,0.998553,0.997195,0.853613,2.560840,
00004,0.997171,0.948439,0.998669,0.876024,0.938707,0.987417,0.999047,0.997689,0.997864,0.996950,0.876024,2.628072,
00005,0.996994,0.943826,0.999328,0.886510,0.938707,0.996387,0.999122,0.998460,0.997939,0.998052,0.886510,2.659529,
00006,0.997773,0.958529,0.998789,0.883186,0.936884,0.997887,0.997564,0.997088,0.998665,0.999195,0.883186,2.649557,
00007,0.997793,0.927987,0.999408,0.886611,0.935100,0.990265,0.998144,0.997950,0.997793,0.998010,0.886611,2.659834,
00008,0.997854,0.962537,0.999695,0.890024,0.933353,0.996387,0.997974,0.998093,0.997459,0.998840,0.890024,2.670072,
00009,0.996859,0.935966,0.998792,0.884218,0.936884,0.930525,0.997616,0.996717,0.997668,0.997212,0.884218,2.652654,
00010,0.997259,0.920883,0.998943,0.889516,0.935100,0.995258,0.996535,0.998076,0.997572,0.999645,0.889516,2.668549,
00011,0.997315,0.945769,0.999436,0.924351,0.940569,0.997751,0.997927,0.998362,0.998279,0.998851,0.924351,2.773054,
00012,0.997838,0.929718,0.999371,0.899724,0.935100,0.930525,0.997572,0.997627,0.998185,0.998171,0.899724,2.699171,
00013,0.996751,0.926736,0.998340,0.859082,0.933353,0.995258,0.999086,0.998142,1.000000,0.998069,0.859082,2.577246,
00014,0.997846,0.944456,0.999426,0.911259,0.938707,0.949952,0.999398,0.998189,0.997642,0.999272,0.911259,2.733778,
00015,0.997343,0.937311,0.999682,0.867142,0.940569,0.984078,0.997001,0.997186,0.999185,0.999906,0.867142,2.601425,
00016,0.997441,0.935160,0.999655,0.856450,0.936884,0.974306,0.996624,0.998653,0.998283,0.998597,0.856450,2.569350,
00017,0.997044,0.973472,0.999578,0.842917,0.938707,0.988415,0.997925,0.998345,0.998693,0.997872,0.842917,2.528750,
00018,0.997645,0.934836,0.999140,0.888731,0.935100,0.995335,0.998303,0.996334,0.998880,0.998146,0.888731,2.666192,
00019,0.997089,0.933132,0.998434,0.873430,0.936884,0.994728,0.995380,0.997498,0.997192,0.998539,0.873430,2.620291,
00020,0.997620,0.909762,0.998093,0.915570,0.938707,0.994351,0.997530,0.997475,0.997852,0.997849,0.909762,2.729286,
00021,0.997459,0.930549,0.999276,0.904212,0.938707,0.987053,0.998474,0.997880,0.998437,0.998059,0.904212,2.712637,
00022,0.997323,0.936924,0.999070,0.846695,0.940569,0.960060,0.998264,0.997471,0.998062,0.998038,0.846695,2.540086,
00023,0.997152,0.938529,0.999523,0.871574,0.933353,0.997708,0.998855,0.998133,0.997012,0.998781,0.871574,2.614721,
00024,0.997052,0.937675,0.999290,0.878739,0.938707,0.974306,0.996927,0.998125,0.999572,0.997936,0.878739,2.636217,
00025,0.997473,0.930317,0.999540,0.864834,0.935100,0.983725,1.000000,0.998962,0.997573,0.998200,0.864834,2.594502,
00026,0.997756,0.932854,0.999309,0.866281,0.935100,0.997909,0.997794,0.997130,0.998759,0.997595,0.866281,2.598843,
00027,0.997543,0.913674,0.997313,0.839235,0.936884,0.980768,0.997668,0.997011,0.996246,0.995895,0.839235,2.517706,
00028,0.997572,0.965125,0.999698,0.870351,0.933353,0.952180,0.997797,0.998384,0.997958,0.998425,0.870351,2.611053,
00029,0.996649,0.963485,0.999055,0.869808,0.936884,0.991896,0.998838,0.998937,0.997126,0.997182,0.869808,2.609424,
00030,0.997790,0.929879,0.999802,0.863883,0.938707,0.996096,0.999512,0.968609,0.997927,0.998757,0.863883,2.591648,
00031,0.997621,0.939963,0.999518,0.862261,0.940569,0.990060,0.996923,0.998898,0.998253,0.997909,0.862261,2.586783,
00032,0.997689,0.941476,0.999888,0.878534,0.938707,0.996426,0.997700,0.998426,0.999086,0.999241,0.878534,2.635603,
00033,0.997833,0.937220,0.999346,0.882999,0.935100,0.983725,0.996532,0.996458,0.998247,0.999561,0.882999,2.648998,
00034,0.997395,0.933788,0.998756,0.855578,0.935100,0.994175,0.997678,0.997704,0.998172,0.998508,0.855578,2.566733,
00035,0.997345,0.934255,0.999325,0.871254,0.936884,0.984078,0.997560,0.997231,0.997908,0.998271,0.871254,2.613761,
00036,0.996041,0.945603,0.997150,0.869920,0.936884,0.997849,0.998613,0.998109,0.998141,0.997250,0.869920,2.609759,
00037,0.997821,0.936962,0.999415,0.890444,0.933353,0.990265,0.996773,0.998197,0.998329,0.998699,0.890444,2.671332,
00038,0.996363,0.969623,0.998618,0.881497,0.936884,0.995699,0.997738,0.997637,0.996653,0.996969,0.881497,2.644491,
00039,0.997766,0.911636,0.999661,0.901780,0.936884,0.974867,0.996453,0.997760,0.999751,0.998872,0.901780,2.705339,
00040,0.997647,0.939355,0.999863,0.907195,0.940569,0.978031,0.995444,0.998508,0.997581,0.998420,0.907195,2.721586,
00041,0.997282,0.949813,0.999193,0.880787,0.938707,0.997824,0.998033,0.999031,0.997666,0.997612,0.880787,2.642361,
