File Number,6.3.1,6.3.2,6.3.3,6.3.4,6.3.5,6.3.6,6.3.7,6.3.8,6.3.9,6.3.10,PBME,FE,
00001,0.997800,0.937778,0.999251,0.858714,0.933260,0.973298,0.997508,0.998677,0.998742,0.998263,0.858714,4.293571,
00002,0.997300,0.927833,0.999041,0.885828,0.929620,0.995035,0.998059,0.998693,0.999476,0.998259,0.885828,4.429140,
00003,0.998243,0.936861,0.999177,0.897406,0.937073,0.978402,0.998611,0.998349,0.998072,0.998084,0.897406,4.487030,
00004,0.997751,0.950871,0.999626,0.879518,0.937073,0.973298,0.998914,0.998452,0.998298,0.998288,0.879518,4.397588,
00005,0.997883,0.946747,0.999409,0.884494,0.929620,0.998341,0.998150,0.999028,0.998189,0.998104,0.884494,4.422472,
00006,0.998132,0.940162,0.999403,0.876284,0.935144,0.994741,0.996901,0.998898,0.866986,0.999316,0.866986,4.334932,
00007,0.997453,0.938093,0.998767,0.979867,0.931420,0.986328,0.998366,0.997907,0.998303,0.997920,0.931420,4.657098,
00008,0.997900,0.933129,0.999324,0.881062,0.924454,0.964446,0.998744,0.997519,0.997045,0.998313,0.881062,4.405308,
00009,0.997936,0.923345,0.999426,0.899348,0.937073,0.990646,0.998307,0.997310,0.998210,0.998384,0.899348,4.496742,
00010,0.997418,0.952178,0.999174,0.887823,0.937073,0.996234,0.998037,0.997544,0.997407,0.998546,0.887823,4.439117,
00011,0.997303,0.959394,0.998756,0.879685,0.939050,0.943002,0.998645,0.997822,0.998069,0.997412,0.879685,4.398425,
00012,0.997635,0.895282,0.996630,0.953139,0.000095,0.000148,0.997304,0.989726,0.000115,0.995817,0.000095,0.000473,
00013,0.998210,0.937544,0.999678,0.917836,0.933260,0.997625,0.998100,0.998350,0.998177,0.999006,0.917836,4.589182,
00014,0.998013,0.939190,0.998754,0.910532,0.937073,0.993254,0.998221,0.999204,0.998599,0.997569,0.910532,4.552660,
00015,0.998018,0.937528,0.999022,0.903834,0.939050,0.979836,0.998198,0.998184,0.997741,0.998877,0.903834,4.519172,
00016,0.998144,0.933617,0.999622,0.921096,0.935144,0.986886,0.998840,0.998023,0.998651,0.999575,0.921096,4.605482,
00017,0.998155,0.931263,0.999589,0.909044,0.933260,0.993116,0.997913,0.998074,0.999196,0.998294,0.909044,4.545219,
00018,0.998134,0.935172,0.999716,0.875611,0.941077,0.998036,0.998538,0.998170,0.999732,0.998531,0.875611,4.378057,
00019,0.997522,0.927268,0.998317,0.881425,0.937073,0.986886,0.998361,0.997719,0.998245,0.998229,0.881425,4.407127,
00020,0.998090,0.960681,0.999644,0.899064,0.933260,0.994943,0.998212,0.998256,0.999385,0.998439,0.899064,4.495320,
00021,0.997243,0.934183,0.998047,0.899151,0.931420,0.998066,0.998101,0.999023,0.998318,0.997844,0.899151,4.495754,
00022,0.997536,0.936938,0.998931,0.881584,0.933260,0.997954,0.997728,0.999698,0.997934,0.998359,0.881584,4.407922,
00023,0.997293,0.887736,0.992730,0.870964,0.000095,0.000148,0.997929,0.992938,0.166853,0.992218,0.000095,0.000473,
00024,0.996746,0.942023,0.998982,0.878974,0.935144,0.998265,0.998494,0.998598,0.998005,0.997074,0.878974,4.394870,
00025,0.996995,0.952667,0.998876,0.901857,0.935144,0.997604,0.999287,0.999879,0.998228,0.997315,0.901857,4.509285,
00026,0.997540,0.951632,0.999317,0.879014,0.933260,0.998175,0.998987,0.995929,0.997976,0.998519,0.879014,4.395068,
00027,0.997043,0.984704,0.998706,1.000000,0.935144,0.988353,0.998468,0.998598,0.997814,0.997595,0.935144,4.675719,
00028,0.997805,0.950103,0.999697,0.914428,0.937073,0.979836,0.998500,0.997144,0.998635,0.998455,0.914428,4.572142,
00029,0.997914,0.939303,0.999663,0.898235,0.931420,0.964446,0.999294,0.997548,0.997705,0.999232,0.898235,4.491173,
00030,0.997966,0.930723,0.999688,0.894719,0.937073,0.964446,0.997715,0.998252,0.998879,0.999389,0.894719,4.473597,
00031,0.997515,0.943158,0.999282,0.889584,0.937073,0.998289,0.998750,0.998317,0.997173,0.998003,0.889584,4.447919,
00032,0.997206,0.939910,0.998812,0.878844,0.924454,0.993384,0.998686,0.997283,0.997630,0.998431,0.878844,4.394221,
00033,0.998337,0.935904,0.999871,0.911432,0.937073,0.998268,0.998284,0.998312,0.998153,0.998633,0.911432,4.557160,
00034,0.998277,0.924622,0.999438,0.920731,0.937073,0.996006,0.997314,0.998421,0.998505,0.998337,0.920731,4.603657,
00035,0.997627,1.000000,0.999131,0.858872,0.000095,0.000145,0.995708,0.990584,0.220967,0.997959,0.000095,0.000473,
00036,0.997839,0.945631,0.999703,0.875688,0.935144,0.997189,0.998786,0.998625,0.998001,0.998838,0.875688,4.378440,
