File Number,6.3.1,6.3.2,6.3.3,6.3.4,6.3.5,6.3.6,6.3.7,6.3.8,6.3.9,6.3.10,PBME,FE,
00001,0.995843,0.898025,0.998072,0.831298,0.916625,0.857171,0.996109,0.997594,0.994822,0.996181,0.831298,0.831298,
00002,0.996280,0.923658,0.999369,0.867665,0.919089,0.895646,0.998779,0.998750,0.995756,0.999050,0.867665,0.867665,
00003,0.995871,0.903700,0.999499,0.823765,0.939780,0.918066,0.995599,0.993909,0.995244,0.998150,0.823765,0.823765,
00004,0.994816,0.939403,0.998501,0.843992,0.936354,0.972424,0.998266,0.994812,0.996758,0.997381,0.843992,0.843992,
00005,0.994370,0.907955,0.997417,0.837282,0.938052,0.943002,0.995666,0.995220,0.997659,0.995927,0.837282,0.837282,
00006,0.993658,0.884280,0.996067,0.834876,0.921623,0.982827,0.996348,0.997220,0.993439,0.994360,0.834876,0.834876,
00007,0.993735,0.881958,0.995609,0.847681,0.919089,0.952058,0.995936,0.997698,0.996378,0.995717,0.847681,0.847681,
00008,0.993821,0.902247,0.996569,0.871844,0.916625,0.945254,0.996725,0.995657,0.996476,0.995136,0.871844,0.871844,
00009,0.995909,0.918643,0.999571,0.901347,0.921623,0.941635,0.995200,0.997309,0.997031,0.998750,0.901347,0.901347,
00010,0.994428,0.934272,0.998979,0.870142,0.939780,0.995943,0.998096,0.996270,0.998238,0.996906,0.870142,0.870142,
00011,0.995693,0.892312,0.998065,0.866885,0.941540,0.946757,0.996074,0.997802,0.996525,0.997188,0.866885,0.866885,
00012,0.995003,0.894914,0.996981,0.878534,0.945161,0.943002,0.997347,0.997275,0.995952,0.995039,0.878534,0.878534,
00013,0.995443,0.898323,0.996302,0.835560,0.939780,0.964787,0.997773,0.995965,0.994413,0.994300,0.835560,0.835560,
00014,0.992845,0.925411,0.998155,0.853057,0.921623,0.948580,0.995119,0.993714,0.996263,0.994285,0.853057,0.853057,
00015,0.994514,0.933940,0.996485,0.863725,0.909613,0.936323,0.982714,0.997151,0.995236,0.982717,0.863725,0.863725,
00016,0.995003,0.916045,0.998789,0.817562,0.941540,0.977339,0.992266,0.995099,0.998916,0.996967,0.817562,0.817562,
00017,0.993391,0.906178,0.996770,0.854606,0.939780,0.945381,0.996394,0.997779,0.995141,0.993883,0.854606,0.854606,
00018,0.995241,0.922256,0.999028,0.842949,0.921623,0.935737,0.998909,0.994515,0.982717,0.997090,0.842949,0.842949,
00019,0.995497,0.900299,0.998381,0.837626,0.909613,0.980762,0.996276,0.996739,0.999513,0.997940,0.837626,0.837626,
00020,0.993931,0.932991,0.997414,0.843972,0.943334,0.884151,0.997157,0.995815,0.995607,0.994584,0.843972,0.843972,
00021,0.993836,0.921794,0.997551,0.840412,0.919089,0.960079,0.995965,0.995654,0.994709,0.994311,0.840412,0.840412,
00022,0.995402,0.909432,0.999512,0.880499,0.916625,0.919974,0.994944,0.994699,0.999868,0.996699,0.880499,0.880499,
