File Number,6.3.1,6.3.2,6.3.3,6.3.4,6.3.5,6.3.6,6.3.7,6.3.8,6.3.9,6.3.10,PBME,FE,
00001,0.998533,0.942160,0.999915,0.895999,0.927497,0.997666,0.999341,0.998689,0.999229,0.999204,0.895999,7.167993,
00002,0.998502,0.941749,0.999457,0.911332,0.933569,0.984156,0.999253,0.998974,0.998975,0.998570,0.911332,7.290653,
00003,0.998292,0.924357,0.998642,0.907563,0.931491,0.996647,0.999261,0.998706,0.998284,0.998299,0.907563,7.260507,
00004,0.998157,0.945097,0.999457,0.892734,0.927497,0.998664,0.999232,0.998329,0.999736,0.998832,0.892734,7.141872,
00005,0.998582,0.936933,0.999258,0.925484,0.935706,0.997594,0.998015,0.999019,0.998708,0.998744,0.925484,7.403874,
00006,0.998147,0.950902,0.999234,0.901185,0.927497,0.952275,0.998684,0.998667,0.998605,0.998861,0.901185,7.209483,
00007,0.997944,0.953179,0.999076,0.908585,0.933569,0.993083,0.998541,0.998207,0.998234,0.997949,0.908585,7.268677,
00008,0.998513,0.951587,0.999419,0.875788,0.933569,0.998616,0.998213,0.998524,0.999196,0.998518,0.875788,7.006305,
00009,0.998368,0.949081,0.999799,0.911726,0.931491,0.972872,0.998026,0.998786,0.998522,0.999052,0.911726,7.293807,
00010,0.998568,0.945153,0.999605,0.904016,0.931491,0.972272,0.999017,0.998412,0.999430,0.998753,0.904016,7.232126,
00011,0.997999,0.949458,0.999453,0.877383,0.933569,0.995268,0.999271,0.998180,0.997950,0.998622,0.877383,7.019063,
00012,0.997856,0.950997,0.999507,0.892238,0.931491,0.997536,0.997876,0.998525,0.999608,0.998352,0.892238,7.137903,
00013,0.998336,0.962138,0.999551,0.907825,0.929468,0.976225,0.998207,0.997565,0.998682,0.998915,0.907825,7.262600,
00014,0.998522,0.944635,0.999611,0.917257,0.933569,0.932005,0.998673,0.998950,0.998976,0.998791,0.917257,7.338057,
00015,0.997758,0.956476,0.999324,0.917574,0.933569,0.987773,0.998379,0.997903,0.997515,0.997838,0.917574,7.340594,
00016,0.997291,0.949967,0.998836,0.903713,0.933569,0.876061,0.997733,0.998978,0.998151,0.997545,0.876061,7.008488,
00017,0.997755,0.952764,0.998558,0.882837,0.931491,0.996909,0.997652,0.998834,0.998753,0.997987,0.882837,7.062693,
00018,0.998649,0.940021,0.999798,0.926731,0.933569,0.997911,0.998593,0.998982,0.998669,0.999265,0.926731,7.413847,
00019,0.998482,0.947134,0.999609,0.909277,0.933569,0.982296,0.998435,0.998886,0.998194,0.998894,0.909277,7.274215,
00020,0.998543,0.951824,0.999307,0.913619,0.929468,0.998638,0.998602,0.997495,0.998478,0.998478,0.913619,7.308954,
00021,0.998304,0.939348,0.999160,0.897267,0.927497,0.982296,0.998328,0.998555,0.999323,0.998625,0.897267,7.178138,
00022,0.998127,0.933359,0.998943,0.903674,0.929468,0.998495,0.998379,0.998716,0.998519,0.999234,0.903674,7.229392,
00023,0.998519,0.961981,0.999440,0.926177,0.931491,0.998359,0.998927,0.998605,0.998858,0.998518,0.926177,7.409414,
00024,0.998433,0.947796,0.999642,0.927473,0.929468,0.995268,0.999468,0.998508,0.999573,0.998750,0.927473,7.419783,
00025,0.997878,0.951091,0.999247,0.904478,0.927497,0.998697,0.998350,0.998307,0.998324,0.998342,0.904478,7.235827,
