File Number,6.3.1,6.3.2,6.3.3,6.3.4,6.3.5,6.3.6,6.3.7,6.3.8,6.3.9,6.3.10,PBME,FE,
00001,0.996476,0.917501,0.998576,0.865913,0.927048,0.978899,0.999148,0.997541,0.998235,0.997275,0.865913,1.731826,
00002,0.995474,0.950849,0.998998,0.898110,0.944359,0.997352,0.998473,0.997102,0.996679,0.995796,0.898110,1.796220,
00003,0.995960,0.919065,0.997770,0.913612,0.941144,0.992832,0.996558,0.998960,0.998346,0.996306,0.913612,1.827224,
00004,0.996869,0.926410,0.999744,0.866970,0.941144,0.903525,0.996998,0.996756,0.997784,0.997509,0.866970,1.733939,
00005,0.996826,0.913968,0.997928,0.895992,0.927048,0.997306,0.997642,0.998989,0.996409,0.996994,0.895992,1.791984,
00006,0.997265,0.945092,0.999932,0.856214,0.924662,0.969003,0.995591,0.997957,0.997261,0.998449,0.856214,1.712428,
00007,0.996771,0.915390,0.998435,0.869170,0.922341,0.983097,0.996494,0.998635,0.997598,0.997292,0.869170,1.738341,
00008,0.996020,0.917501,0.998000,0.898391,0.927048,0.991726,0.997894,0.997118,0.997918,0.996573,0.898391,1.796782,
00009,0.997107,0.916097,0.999763,0.849693,0.942737,0.960998,0.997691,0.998182,0.997334,0.999081,0.849693,1.699385,
00010,0.996584,0.951406,0.998750,0.869850,0.927048,0.946588,0.997787,0.997118,0.999785,0.998913,0.869850,1.739700,
00011,0.996579,0.930947,0.999419,0.871602,0.917882,0.989315,0.996818,0.997279,0.999143,0.997568,0.871602,1.743205,
00012,0.995113,0.916139,0.998394,0.866219,0.927048,0.996125,0.996974,0.998271,0.995397,0.995326,0.866219,1.732438,
00013,0.997238,0.910125,0.999488,0.872324,0.922341,0.993870,0.997043,0.996900,0.998197,0.997459,0.872324,1.744648,
00014,0.996963,0.922387,0.999327,0.919345,0.924662,0.993958,0.996910,0.997962,0.997994,0.996964,0.919345,1.838690,
00015,0.994661,0.905576,0.996028,0.867222,0.920082,0.996861,0.997838,0.997864,0.995855,0.995351,0.867222,1.734443,
00016,0.996874,0.919509,0.999472,0.872954,0.924662,0.995265,0.997377,0.999826,0.998713,0.997810,0.872954,1.745908,
00017,0.997274,0.911882,0.999518,0.881958,0.942737,0.994081,0.995538,0.998218,0.997962,0.997930,0.881958,1.763915,
00018,0.997262,0.920526,0.999226,0.860384,0.927048,0.995378,0.996450,0.998037,0.997791,0.997563,0.860384,1.720768,
00019,0.995097,0.917530,0.997205,0.845373,0.927048,0.981710,0.997298,0.998149,0.997998,0.995621,0.845373,1.690746,
00020,0.995668,0.935717,0.998201,0.884031,0.927048,0.997133,0.997028,0.995302,0.997431,0.997174,0.884031,1.768063,
00021,0.996081,0.933578,0.998602,0.877784,0.924662,0.993681,0.996058,0.996604,0.997654,0.996304,0.877784,1.755569,
00022,0.996566,0.950224,0.998641,0.890801,0.922341,0.981710,0.997527,0.996350,0.998579,0.996821,0.890801,1.781603,
00023,0.997258,0.920707,0.998699,0.864103,0.924662,0.993233,0.999566,0.996330,0.997301,0.996476,0.864103,1.728206,
00024,0.996663,0.922930,0.999578,0.859873,0.924662,0.988867,0.999628,0.997374,0.998648,0.997633,0.859873,1.719746,
00025,0.997303,0.920556,0.998013,0.883505,0.927048,0.988867,0.997244,0.998375,0.998823,0.996097,0.883505,1.767009,
00026,0.996213,0.933395,0.999204,0.862035,0.924662,0.990169,0.996339,0.997443,0.997277,0.997159,0.862035,1.724069,
00027,0.995957,0.914065,0.998705,0.880664,0.942737,0.997405,0.998126,0.996476,0.997621,0.996394,0.880664,1.761328,
00028,0.997211,0.921025,0.998950,0.832253,0.927048,0.997389,0.997704,0.996306,0.997743,0.996994,0.832253,1.664506,
00029,0.996505,0.931777,0.998793,0.836262,0.922341,0.984996,0.995958,0.996135,0.997993,0.998325,0.836262,1.672524,
00030,0.996974,0.930930,0.999347,0.909287,0.927048,0.932686,0.997228,0.996143,0.998147,0.997831,0.909287,1.818574,
00031,0.996864,1.000000,0.997638,0.849208,0.927048,0.997454,0.997234,0.983383,0.996721,0.995553,0.849208,1.698416,
00032,0.996766,0.911895,0.998812,0.860439,0.941144,0.924556,0.997578,0.996893,0.997251,0.997420,0.860439,1.720877,
00033,0.996832,0.938467,0.999442,0.867181,0.927048,0.993578,0.996520,0.996704,0.996956,0.998070,0.867181,1.734362,
00034,0.996996,0.961549,0.998617,0.966546,0.924662,0.976311,0.997100,0.998026,0.997464,0.996517,0.924662,1.849324,
00035,0.997275,0.925241,0.999687,0.879696,0.938040,0.924556,0.998753,0.997463,0.998040,0.998725,0.879696,1.759392,
00036,0.996344,0.920858,0.999126,0.862041,0.924662,0.997470,0.997931,0.998127,0.996737,0.997221,0.862041,1.724083,
00037,0.996983,0.934350,0.998902,0.870099,0.927048,0.997082,0.997720,0.996287,0.997342,0.997492,0.870099,1.740197,
00038,0.996410,0.941022,0.999055,0.871377,0.927048,0.985322,0.998832,0.996857,0.995859,0.997370,0.871377,1.742754,
00039,0.996783,0.922620,0.999111,0.853657,0.944359,0.995395,0.996345,0.997685,0.997432,0.998369,0.853657,1.707315,
00040,0.995741,0.921055,0.997098,0.879419,0.927048,0.990976,0.998110,0.998185,0.998903,0.996513,0.879419,1.758837,
00041,0.995807,0.932545,0.998757,0.892116,0.927048,0.989097,0.998443,0.996599,0.996871,0.996381,0.892116,1.784232,
00042,0.996378,0.914620,0.997464,0.833768,0.944359,0.937512,0.997711,0.997884,0.996881,0.996943,0.833768,1.667537,
00043,0.996324,0.918038,0.999094,0.861076,0.927048,0.997368,0.996186,0.998953,0.996855,0.997542,0.861076,1.722153,
00044,0.997236,0.923008,0.999840,0.863510,0.927048,0.996143,0.997568,0.996720,0.998857,0.999325,0.863510,1.727020,
00045,0.996976,0.914106,0.998720,0.890396,0.942737,0.903525,0.998124,0.998294,0.997648,0.997565,0.890396,1.780793,
00046,0.997075,0.904190,0.998066,0.877203,0.924662,0.993681,0.996742,0.999231,0.998004,0.996106,0.877203,1.754406,
00047,0.995789,0.920496,0.997211,0.872596,0.924662,0.955454,0.996922,0.999396,0.998530,0.996504,0.872596,1.745192,
00048,0.996567,0.920526,0.999434,0.866963,0.927048,0.985665,0.997829,0.997054,0.998511,0.997766,0.866963,1.733927,
00049,0.996746,0.926410,0.999021,0.861910,0.927048,0.997091,0.998505,0.996962,0.999345,0.998028,0.861910,1.723819,
00050,0.995967,0.926820,0.997521,0.873369,0.927048,0.996781,0.997839,0.997200,0.997715,0.997010,0.873369,1.746739,
00051,0.996652,0.903323,0.997700,0.842898,0.927048,0.997276,0.998175,0.997031,0.998092,0.996411,0.842898,1.685797,
00052,0.997167,0.932978,0.999548,0.861848,0.924662,0.985631,0.999128,0.998712,0.999744,0.998215,0.861848,1.723695,
00053,0.995928,0.931865,0.998569,0.880054,0.924662,0.993576,0.998292,0.998356,0.999260,0.996812,0.880054,1.760108,
00054,0.997334,0.928911,0.999759,0.864226,0.920082,0.997391,0.996817,0.998514,0.996237,0.999005,0.864226,1.728451,
00055,0.997058,0.956669,0.997937,0.924990,0.922341,0.993026,0.995189,0.995036,0.995494,0.996592,0.922341,1.844682,
00056,0.997055,0.935660,0.999178,0.842485,0.927048,0.968276,0.998055,0.996715,0.997620,0.998378,0.842485,1.684969,
00057,0.997056,0.919079,0.998521,0.856443,0.922341,0.969003,0.997724,0.998091,0.998965,0.996453,0.856443,1.712885,
00058,0.996010,0.929030,0.998707,0.891743,0.927048,0.997285,0.995476,0.997354,0.997068,0.996412,0.891743,1.783487,
00059,0.996999,0.906580,0.998911,0.861205,0.927048,0.946588,0.983382,0.996866,0.998563,0.999043,0.861205,1.722411,
00060,0.996770,0.910349,0.998854,0.864108,0.927048,0.969695,0.998737,0.995946,0.998256,0.997771,0.864108,1.728215,
00061,0.996610,0.931211,0.998787,0.874839,0.927048,0.997402,0.997146,0.998616,0.998648,0.996762,0.874839,1.749678,
00062,0.996209,0.923887,0.999413,0.847798,0.920082,0.994360,0.998107,0.998093,0.997761,0.998338,0.847798,1.695596,
00063,0.996912,0.931211,0.999239,1.000000,0.927048,0.990375,0.997940,0.996569,0.996901,0.997682,0.927048,1.854097,
00064,0.997327,0.930111,0.999224,0.893447,0.927048,0.994700,0.999269,0.996624,0.998227,0.997735,0.893447,1.786895,
00065,0.994486,0.918257,0.996309,0.842413,0.924662,0.996096,0.995968,0.996011,0.995747,0.994661,0.842413,1.684826,
00066,0.997242,0.934461,0.999760,0.830890,0.944359,0.997026,0.998235,0.999288,0.998367,0.998245,0.830890,1.661780,
00067,0.996599,0.960114,0.999036,0.879128,0.922341,0.960036,0.997443,0.997430,0.994878,0.997313,0.879128,1.758256,
00068,0.997103,0.924029,0.999820,0.910076,0.922341,0.978899,0.997725,0.995651,0.997372,0.999105,0.910076,1.820151,
00069,0.995758,0.922542,0.998187,0.856642,0.944359,0.996896,0.997604,0.997731,0.997650,0.996892,0.856642,1.713284,
00070,0.995350,0.930059,0.997580,0.876670,0.922341,0.985631,0.998868,0.997581,0.997088,0.995999,0.876670,1.753341,
00071,0.996324,0.928100,0.998529,0.859824,0.941144,0.960970,0.996828,0.998636,0.998328,0.998571,0.859824,1.719648,
00072,0.995881,0.912694,0.998665,0.876186,0.924662,0.993470,0.997832,0.995663,0.997259,0.996244,0.876186,1.752371,
00073,0.995823,0.925645,0.998710,0.914442,0.927048,0.997255,0.997542,0.996918,0.996960,0.996871,0.914442,1.828883,
00074,0.996950,0.931158,0.999176,0.866700,0.922341,0.969003,0.996917,0.997056,0.997223,0.997400,0.866700,1.733399,
00075,0.997035,0.933945,0.998720,0.853195,0.924662,0.993958,0.995809,0.998893,0.998448,0.996709,0.853195,1.706391,
00076,0.996858,0.905103,0.998230,0.862845,0.927048,0.985631,0.998712,0.998185,0.999117,0.997708,0.862845,1.725689,
00077,0.997281,0.972862,0.997782,0.867492,0.917882,0.955454,0.998127,0.998299,0.996438,0.996428,0.867492,1.734983,
00078,0.996465,0.956241,0.999431,0.898866,0.922341,0.995445,0.996784,0.983383,0.996302,0.998022,0.898866,1.797732,
00079,0.996042,0.932365,0.999109,0.919706,0.924662,0.984996,0.995716,0.997682,0.997415,0.998663,0.919706,1.839412,
00080,0.996725,0.952828,0.999434,0.872286,0.944359,0.993778,0.997767,0.998472,0.999124,0.998031,0.872286,1.744571,
00081,0.997294,0.902657,0.997645,0.913214,0.927048,0.997424,0.997750,0.997014,0.995996,0.995694,0.902657,1.805314,
00082,0.995999,0.934964,0.998374,0.861815,0.927048,0.845802,0.996919,0.996255,0.997870,0.997263,0.845802,1.691604,
00083,0.997062,0.915221,0.999428,0.862501,0.927048,0.996304,0.995143,0.998146,0.998831,0.997712,0.862501,1.725003,
00084,0.996633,0.933395,0.998967,0.883867,0.917882,0.969003,0.998103,0.997547,0.999606,0.997858,0.883867,1.767734,
00085,0.995922,0.946799,0.998937,0.875040,0.927048,0.994118,0.997322,0.998212,0.999298,0.997080,0.875040,1.750080,
00086,0.997018,0.930371,0.999382,0.841499,0.920082,0.996817,0.996355,0.998394,0.998794,0.998250,0.841499,1.682997,
00087,0.996597,0.894068,0.997320,0.876831,0.922341,0.991321,0.997731,0.996617,0.997223,0.995999,0.876831,1.753662,
00088,0.996809,0.938427,0.999162,0.906824,0.924662,0.995420,0.998427,0.997967,0.995928,0.998013,0.906824,1.813647,
00089,0.996286,0.934629,0.999136,0.843150,0.935040,0.991415,0.998315,0.996788,0.998124,0.999208,0.843150,1.686300,
00090,0.996805,0.911895,0.999259,0.867973,0.927048,0.945349,0.996525,0.998217,0.997022,0.999063,0.867973,1.735945,
00091,0.995747,0.905227,0.997810,0.891017,0.944359,0.996294,0.998418,0.995818,0.996334,0.996398,0.891017,1.782035,
00092,0.996312,0.958821,0.998106,0.861935,0.936527,0.924556,0.995126,0.997292,0.997647,0.996005,0.861935,1.723870,
00093,0.996849,0.916353,0.997733,0.892142,0.917882,0.978412,0.998074,0.997869,0.999234,0.996732,0.892142,1.784284,
00094,0.996289,0.934037,0.999003,0.892672,0.920082,0.993870,0.999162,0.997453,0.997409,0.996897,0.892672,1.785343,
00095,0.996773,0.929852,0.999679,0.878529,0.944359,0.932686,0.998707,0.997305,0.996076,0.999715,0.878529,1.757058,
00096,0.997172,0.937581,0.998920,0.878305,0.941144,0.997388,0.996763,0.997643,0.997306,0.997067,0.878305,1.756609,
00097,0.995789,0.949559,0.998878,0.870754,0.946010,0.993958,0.997086,0.983383,0.998177,0.997289,0.870754,1.741508,
00098,0.996877,0.923792,0.999733,0.881052,0.927048,0.996192,0.998565,0.996690,0.995382,0.998855,0.881052,1.762104,
00099,0.996617,0.927516,0.998483,0.893564,0.927048,0.924556,0.998364,0.998005,0.997668,0.999198,0.893564,1.787127,
00100,0.996006,0.930720,0.997066,0.878659,0.920082,0.992204,0.995571,0.996184,0.996331,0.996890,0.878659,1.757319,
00101,0.996448,0.935584,0.998425,0.874877,0.941144,0.996232,0.997565,0.997573,0.998797,0.997069,0.874877,1.749754,
00102,0.996426,0.926116,0.999316,0.844527,0.927048,0.997239,0.997849,0.996451,0.997139,0.997705,0.844527,1.689054,
00103,0.996094,0.931919,0.998896,0.890501,0.924662,0.992348,0.998390,0.998061,0.998203,0.997411,0.890501,1.781001,
00104,0.997172,0.922930,0.998371,0.844389,0.924662,0.995526,0.995525,0.996434,0.995617,0.996692,0.844389,1.688778,
00105,0.995830,0.924394,0.997870,0.868709,0.915737,0.996943,0.998080,0.998614,0.997915,0.996244,0.868709,1.737417,
00106,0.995640,0.903786,0.997714,0.865880,0.922341,0.997353,0.996163,0.997995,0.998532,0.996625,0.865880,1.731760,
00107,0.997061,0.935490,0.999564,0.886185,0.924662,0.997235,0.995868,0.997643,0.998606,0.998652,0.886185,1.772369,
00108,0.996806,0.908495,0.998488,0.864811,0.939579,0.993778,0.995716,0.996243,0.996425,0.997290,0.864811,1.729623,
00109,0.996176,0.929732,0.998293,0.890652,0.942737,0.993958,0.998005,0.997031,0.997694,0.998086,0.890652,1.781303,
00110,0.996720,0.924664,0.999175,0.868415,0.944359,0.946588,0.997293,0.998561,0.997144,0.997714,0.868415,1.736829,
00111,0.996855,1.000000,0.998493,0.885528,0.924662,0.969695,0.997514,0.997721,0.996656,0.996968,0.885528,1.771056,
00112,0.996757,0.934647,0.998610,0.858324,0.941144,0.993870,0.998240,0.997293,0.996740,0.997099,0.858324,1.716649,
00113,0.996045,0.929887,0.998475,0.857659,0.924662,0.997141,0.998470,0.996385,0.997660,0.996454,0.857659,1.715319,
00114,0.995909,0.911185,0.999127,0.847147,0.920082,0.993958,0.998568,0.997334,0.998756,0.996699,0.847147,1.694294,
00115,0.995672,0.899925,0.996985,0.864562,0.922341,0.993836,0.996550,0.998626,0.996393,0.996913,0.864562,1.729123,
00116,0.996478,0.933304,0.998635,0.874096,0.913645,0.997203,0.997892,0.996526,0.998628,0.997221,0.874096,1.748192,
00117,0.995692,0.917965,0.997630,0.895974,0.927048,0.979360,0.997750,0.998610,0.997702,0.996247,0.895974,1.791948,
00118,0.996073,0.923008,0.997484,0.866827,0.939579,0.996110,0.997875,0.997877,0.997249,0.997135,0.866827,1.733654,
00119,0.997100,0.948637,0.999716,0.857276,0.924662,0.996944,0.996866,0.996527,0.997490,0.998433,0.857276,1.714552,
00120,0.996613,0.912639,0.998751,0.879330,0.911604,0.993681,0.996383,0.997760,0.996330,0.998583,0.879330,1.758660,
00121,0.996970,0.910388,0.999566,0.943837,0.927048,0.995688,0.996405,0.995968,0.996468,0.997939,0.910388,1.820777,
00122,0.996861,0.928860,0.999508,0.880729,0.927048,0.997377,0.996345,0.997066,1.000000,0.997970,0.880729,1.761458,
00123,0.995830,0.897160,0.996616,0.898385,0.927048,0.993958,0.996625,0.997508,0.996377,0.996798,0.897160,1.794320,
00124,0.996176,0.913968,0.999024,0.876487,0.939579,0.987194,0.996779,0.997060,0.996830,0.998024,0.876487,1.752974,
00125,0.997231,0.952306,0.997762,0.873793,0.927048,0.995688,0.997763,0.996375,0.995858,0.995575,0.873793,1.747586,
00126,0.997023,0.926853,0.999185,0.872141,0.927048,0.997253,0.998029,0.998724,0.998125,0.997231,0.872141,1.744283,
00127,0.996560,0.943331,0.998197,0.900166,0.924662,0.996893,0.996500,0.996112,0.995800,0.997138,0.900166,1.800333,
00128,0.995940,0.914941,0.998162,0.891009,0.920082,0.969695,0.997272,0.999229,0.998901,0.996864,0.891009,1.782018,
00129,0.996435,0.899319,0.997449,0.914477,0.924662,0.986992,0.998322,0.996152,0.996178,0.996195,0.899319,1.798638,
00130,0.997058,0.950849,0.998970,0.847940,0.941144,0.997052,0.995569,0.997256,0.998095,0.997885,0.847940,1.695881,
00131,0.995990,0.927899,0.998638,0.891358,0.927048,0.995688,0.996417,0.997694,0.998400,0.996745,0.891358,1.782716,
00132,0.997033,0.918814,0.999752,0.847502,0.941144,0.969695,0.997622,0.998681,0.999104,0.998381,0.847502,1.695005,
00133,0.996717,0.947334,0.997766,0.996703,0.920082,0.997234,0.998365,0.996322,0.996488,0.995660,0.920082,1.840164,
00134,0.996557,0.911452,0.999480,0.846519,0.920082,0.978899,0.997413,0.996913,0.998196,0.998100,0.846519,1.693037,
00135,0.996118,0.917965,0.997325,0.860134,0.917882,0.985322,0.996464,0.997102,0.997581,0.996909,0.860134,1.720268,
00136,0.996841,0.936192,0.998694,0.849914,0.920082,0.995389,0.998001,0.996051,0.998400,0.997067,0.849914,1.699829,
00137,0.997033,0.913376,0.998584,0.852181,0.927048,0.969003,0.998320,0.996991,0.997445,0.997426,0.852181,1.704361,
00138,0.996082,0.947287,0.998595,0.918263,0.924662,0.996946,0.998338,0.998467,0.997537,0.997913,0.918263,1.836525,
00139,0.997166,0.899633,0.998371,0.887670,0.922341,0.993870,0.998756,0.997648,0.995886,0.997638,0.887670,1.775340,
00140,0.996643,0.923055,0.998234,0.833528,0.924662,0.996670,0.996884,0.998364,0.996393,0.997485,0.833528,1.667057,
00141,0.997091,0.946915,0.998586,0.845914,0.927048,0.969003,0.998113,0.997236,0.997425,0.997565,0.845914,1.691829,
00142,0.996161,0.948398,0.998783,0.869739,0.920082,0.997209,0.996522,0.881293,0.996607,0.996874,0.869739,1.739477,
00143,0.997026,0.919956,0.999678,0.868497,0.927048,0.946588,0.996686,0.996692,0.998611,0.998496,0.868497,1.736993,
00144,0.997177,0.912463,0.998800,0.866391,0.927048,0.997248,0.998992,0.998119,0.998494,0.997083,0.866391,1.732781,
00145,0.996917,0.922079,0.999288,0.876187,0.924662,0.997113,0.997750,0.983383,0.998400,0.997760,0.876187,1.752374,
00146,0.996571,0.939266,0.999212,0.844306,0.920082,0.997321,0.998238,0.997828,0.997909,0.997159,0.844306,1.688611,
00147,0.996789,0.928269,0.999014,0.928185,0.942737,0.994094,0.996928,0.997024,0.998361,0.997941,0.928185,1.856370,
00148,0.996841,0.922744,0.998882,0.857951,0.924662,0.993470,0.994350,0.996450,0.997056,0.997532,0.857951,1.715902,
00149,0.995958,0.931723,0.997649,0.880580,0.941144,0.997252,0.997272,0.998070,0.994476,0.995510,0.880580,1.761160,
00150,0.997126,0.918594,0.999238,0.900938,0.927048,0.990375,0.998593,0.998225,0.997674,0.998443,0.900938,1.801875,
00151,0.997179,0.917501,0.999511,0.862078,0.924662,0.969695,0.997563,0.997973,0.998387,0.998362,0.862078,1.724156,
00152,0.995167,0.926952,0.998481,0.845064,0.922341,0.946588,0.995221,0.995910,0.997317,0.996892,0.845064,1.690129,
00153,0.997022,0.920346,0.998949,0.893230,0.927048,0.997153,0.997586,0.997034,0.998155,0.997430,0.893230,1.786459,
00154,0.996132,0.911788,0.998405,0.904843,0.927048,0.969695,0.997421,0.996971,0.995172,0.997148,0.904843,1.809686,
00155,0.997044,0.920481,0.998874,0.855516,0.924662,0.995389,0.997338,0.997558,0.996508,0.998459,0.855516,1.711031,
00156,0.996851,0.945768,0.999608,0.902695,0.922341,0.989152,0.996031,0.996535,0.997828,0.997635,0.902695,1.805389,
00157,0.997136,0.898832,0.997487,0.894447,0.924662,0.984996,0.996228,0.996418,0.995744,0.995448,0.894447,1.788894,
00158,0.996871,0.928454,0.998843,0.872221,0.938040,0.984996,0.997084,0.997603,0.996174,0.997711,0.872221,1.744441,
00159,0.997346,0.926279,0.999516,0.877543,0.941144,0.991585,0.997110,1.000000,0.997598,0.997381,0.877543,1.755086,
00160,0.996050,0.916925,0.997796,0.851729,0.946010,0.984996,0.996120,0.998330,0.996914,0.997761,0.851729,1.703457,
00161,0.997117,0.942900,0.998430,0.927199,0.920082,0.979360,0.996706,0.997292,0.997726,0.996267,0.920082,1.840164,
00162,0.996222,0.916182,0.997519,0.930287,0.927048,0.993681,0.998369,0.996804,0.996322,0.997315,0.916182,1.832364,
00163,0.997353,0.926361,0.998780,0.885712,0.927048,0.996050,0.998503,0.995387,0.998542,0.997057,0.885712,1.771424,
00164,0.993803,0.915250,0.997414,0.850086,0.927048,0.993870,0.996581,0.996303,0.995909,0.994603,0.850086,1.700172,
00165,0.997321,0.927599,0.999516,0.893842,0.944359,0.995635,0.996323,0.997908,0.999140,0.997760,0.893842,1.787683,
00166,0.996947,0.918741,0.999254,0.876200,0.924662,0.932686,0.996604,0.998159,0.997535,0.999159,0.876200,1.752400,
00167,0.996717,0.908070,0.998689,0.885429,0.927048,0.993870,0.999139,0.995841,0.998885,0.997868,0.885429,1.770857,
00168,0.996423,0.939366,0.998691,0.897071,0.922341,0.969695,0.997905,0.997038,0.996756,0.997527,0.897071,1.794143,
00169,0.996951,0.925032,0.999617,0.863346,0.927048,0.984996,0.996925,0.997771,0.996615,0.998698,0.863346,1.726693,
00170,0.995855,0.931158,0.998410,0.902325,0.924662,0.985665,0.997227,0.996660,0.999363,0.997216,0.902325,1.804650,
00171,0.997316,0.964887,0.999747,0.850970,0.941144,0.960970,0.998204,0.996097,0.998131,0.998368,0.850970,1.701939,
00172,0.996069,0.930930,0.998977,0.923103,0.927048,0.969695,0.995227,0.994360,0.997042,0.997226,0.923103,1.846206,
00173,0.996799,0.951279,0.999302,0.903496,0.924662,0.960970,0.996686,0.997157,0.995912,0.998508,0.903496,1.806992,
00174,0.996403,0.939125,0.998567,0.863670,0.927048,0.992204,0.998250,0.998198,0.996199,0.996464,0.863670,1.727339,
00175,0.996514,0.945655,0.999090,0.859428,0.924662,0.991585,0.996185,0.996854,0.996676,0.996722,0.859428,1.718856,
00176,0.997045,0.937895,0.999508,0.856326,0.944359,0.960970,1.000000,0.998508,0.999607,0.998867,0.856326,1.712653,
00177,0.996502,0.927566,0.999021,0.867424,0.927048,0.996974,0.997250,0.997694,0.997802,0.997089,0.867424,1.734848,
00178,0.997221,0.912598,0.999305,0.862080,0.924662,0.996903,0.996847,0.998772,0.996889,0.997665,0.862080,1.724161,
00179,0.995669,0.930807,0.998692,0.893444,0.944359,0.997444,0.996432,0.996860,0.996884,0.996271,0.893444,1.786888,
00180,0.997143,0.932312,0.999448,0.889979,0.942737,0.984996,0.997833,0.998037,0.999499,0.998711,0.889979,1.779958,
00181,0.997177,0.927933,0.999000,0.875749,0.924662,0.903525,0.999015,0.995992,0.996035,0.997574,0.875749,1.751499,
00182,0.996943,0.923635,0.998781,0.899458,0.942737,0.993778,0.996326,0.996414,0.996429,0.997877,0.899458,1.798915,
00183,0.995914,0.928860,0.997889,0.899462,0.924662,0.993778,0.998047,0.997285,0.996577,0.997675,0.899462,1.798923,
00184,0.993697,0.920301,0.995931,0.901887,0.946010,0.969003,0.998400,0.998342,0.994726,0.994238,0.901887,1.803775,
00185,0.997277,0.916781,0.999613,0.881368,0.922341,0.979360,1.000000,0.997606,0.996089,0.998773,0.881368,1.762736,
00186,0.994748,0.932168,0.997562,0.867985,0.924662,0.983097,0.997149,0.996219,0.996132,0.995063,0.867985,1.735970,
00187,0.996865,0.940137,0.998856,0.842908,0.924662,0.993026,0.997361,0.997185,0.999046,0.997557,0.842908,1.685816,
00188,0.997101,0.918447,0.999212,0.850685,0.927048,0.944049,0.997102,0.997105,0.998984,0.998158,0.850685,1.701371,
00189,0.996279,0.919851,0.999278,0.876486,0.920082,0.980840,0.998877,0.998096,0.998605,0.997807,0.876486,1.752973,
00190,0.997274,0.911680,0.999360,0.867928,0.942737,0.946588,0.996843,0.998070,0.946894,0.997397,0.867928,1.735857,
00191,0.995400,0.940137,0.998617,0.898708,0.942737,0.995892,0.997208,0.997013,0.996423,0.996274,0.898708,1.797416,
00192,0.997121,0.927101,0.999783,0.856238,0.944359,0.981286,0.995502,0.994797,0.997947,0.999340,0.856238,1.712476,
00193,0.996127,0.908495,0.997240,0.852284,0.924662,0.993578,0.998196,0.995746,0.996987,0.996761,0.852284,1.704569,
00194,0.995655,0.951152,0.998330,0.906031,0.942737,0.991100,0.998227,0.997152,0.996987,0.996396,0.906031,1.812061,
00195,0.997353,0.922279,0.999317,0.862028,0.924662,0.997290,0.999068,0.997895,0.997844,0.997506,0.862028,1.724056,
00196,0.997028,0.911185,0.997762,0.869604,0.924662,0.992557,0.997100,0.996300,0.997853,0.996129,0.869604,1.739208,
00197,0.997042,0.943223,0.999523,0.877550,0.924662,0.924556,0.997943,0.997992,0.998132,0.998463,0.877550,1.755101,
00198,0.995734,0.932978,0.999041,0.873295,0.942737,0.955454,0.998062,0.997439,0.996914,0.996381,0.873295,1.746590,
00199,0.996810,0.931070,0.998977,0.899115,0.927048,0.996089,0.998137,0.996487,0.998204,0.996880,0.899115,1.798230,
00200,0.996086,0.929030,0.998853,0.860256,0.924662,0.960036,0.996417,0.996402,0.997082,0.996500,0.860256,1.720513,
00201,0.996489,0.913445,0.999507,0.871879,0.927048,0.997374,0.996853,0.997453,0.997373,0.998224,0.871879,1.743759,
